# Cycle: 87, status: ACC, move: ('wf', 9000, 3, 28)
#     Time       Orderp
         0    -0.722884
         1    -0.678531
         2    -0.631650
         3    -0.581473
         4    -0.531758
         5    -0.484355
         6    -0.442222
         7    -0.405332
         8    -0.374083
         9    -0.351408
        10    -0.333239
        11    -0.318549
        12    -0.309170
        13    -0.306647
        14    -0.311956
        15    -0.329404
        16    -0.347877
        17    -0.366615
        18    -0.385639
        19    -0.407166
        20    -0.432659
        21    -0.465056
        22    -0.500785
        23    -0.538634
        24    -0.577545
        25    -0.617768
        26    -0.663515
        27    -0.714067
