# Cycle: 129, status: ACC, move: ('sh', -0.6103819297576041, 27, 27)
#     Time       Orderp
         0    -0.728302
         1    -0.691598
         2    -0.650265
         3    -0.612545
         4    -0.580832
         5    -0.557354
         6    -0.538885
         7    -0.527852
         8    -0.525592
         9    -0.527913
        10    -0.533794
        11    -0.540079
        12    -0.551686
        13    -0.574065
        14    -0.601268
        15    -0.631562
        16    -0.660944
        17    -0.677100
        18    -0.684563
        19    -0.687744
        20    -0.684262
        21    -0.677120
        22    -0.666808
        23    -0.655626
        24    -0.643603
        25    -0.629358
        26    -0.618005
        27    -0.610382
        28    -0.606282
        29    -0.602083
        30    -0.597682
        31    -0.598085
        32    -0.602418
        33    -0.611135
        34    -0.623824
        35    -0.635159
        36    -0.641433
        37    -0.646078
        38    -0.642897
        39    -0.633020
        40    -0.623447
        41    -0.617186
        42    -0.611045
        43    -0.609046
        44    -0.609933
        45    -0.612496
        46    -0.619161
        47    -0.630986
        48    -0.641392
        49    -0.650995
        50    -0.656303
        51    -0.660297
        52    -0.665754
        53    -0.676151
        54    -0.684942
        55    -0.686409
        56    -0.684182
        57    -0.671771
        58    -0.653946
        59    -0.636458
        60    -0.614171
        61    -0.596151
        62    -0.581434
        63    -0.566749
        64    -0.560664
        65    -0.560395
        66    -0.566157
        67    -0.581162
        68    -0.600612
        69    -0.624803
        70    -0.650361
        71    -0.680625
        72    -0.714219
